LeftShoulder,RightShoulder,LeftHip,RightHip,Wrist,Elbow 
"[0.575286865234375, 0.26105546951293945]","[0.4688979685306549, 0.2891673147678375]","[0.541592538356781, 0.72330242395401]","[0.47384461760520935, 0.7194720506668091]","[0.5517309904098511, 0.7616258263587952]","[0.5717867612838745, 0.5114361643791199]"
"[0.5752850770950317, 0.26089468598365784]","[0.4689081013202667, 0.2890462577342987]","[0.541641354560852, 0.7231187224388123]","[0.4734814763069153, 0.7191599011421204]","[0.5449824929237366, 0.7488786578178406]","[0.571775496006012, 0.5091542601585388]"
"[0.5753311514854431, 0.26103976368904114]","[0.4689468741416931, 0.28886398673057556]","[0.5415657162666321, 0.7234681248664856]","[0.4731658697128296, 0.7187570929527283]","[0.5377113223075867, 0.7396718859672546]","[0.5716177225112915, 0.5091391801834106]"
"[0.5753154754638672, 0.261129766702652]","[0.4690707325935364, 0.28842344880104065]","[0.5416042804718018, 0.7237399220466614]","[0.47306421399116516, 0.7186167240142822]","[0.5323971509933472, 0.7285357713699341]","[0.5712803602218628, 0.508880615234375]"
"[0.5752860307693481, 0.2613484859466553]","[0.46921777725219727, 0.2870282232761383]","[0.5412898659706116, 0.7237470149993896]","[0.47303545475006104, 0.7182832360267639]","[0.5279070138931274, 0.717028796672821]","[0.5712830424308777, 0.5089103579521179]"
"[0.5752794146537781, 0.2614804208278656]","[0.4692784249782562, 0.28632351756095886]","[0.5404557585716248, 0.7237587571144104]","[0.4725278913974762, 0.7182614207267761]","[0.5220199227333069, 0.7087462544441223]","[0.5712502598762512, 0.5092631578445435]"
"[0.5752201676368713, 0.2614647448062897]","[0.4693506360054016, 0.2844308316707611]","[0.5399984121322632, 0.7190967202186584]","[0.47246119379997253, 0.7114855051040649]","[0.5186293125152588, 0.681288480758667]","[0.5722576379776001, 0.5090157985687256]"
"[0.5752170085906982, 0.26139363646507263]","[0.4696183502674103, 0.28369712829589844]","[0.5394808053970337, 0.71821528673172]","[0.472284734249115, 0.7092510461807251]","[0.5124687552452087, 0.6634340286254883]","[0.5735439658164978, 0.5089803338050842]"
"[0.5750724673271179, 0.2613805830478668]","[0.46995124220848083, 0.2835651636123657]","[0.5386971235275269, 0.7183507084846497]","[0.47225481271743774, 0.7094423770904541]","[0.5092310309410095, 0.6457026600837708]","[0.5760558247566223, 0.5091255903244019]"
"[0.5749370455741882, 0.2613811194896698]","[0.470181941986084, 0.28354933857917786]","[0.5381669998168945, 0.71864914894104]","[0.47218701243400574, 0.710226833820343]","[0.5081554055213928, 0.6424163579940796]","[0.5774654150009155, 0.5092774629592896]"
"[0.5749055743217468, 0.2614530920982361]","[0.47039559483528137, 0.28355470299720764]","[0.5377874970436096, 0.7184868454933167]","[0.4722077250480652, 0.7103884816169739]","[0.5046259760856628, 0.6325077414512634]","[0.5783304572105408, 0.5091684460639954]"
"[0.5749006867408752, 0.26147937774658203]","[0.47064223885536194, 0.2835609018802643]","[0.5373408794403076, 0.718652069568634]","[0.472206175327301, 0.7122816443443298]","[0.5020051598548889, 0.6163961291313171]","[0.5797757506370544, 0.508944034576416]"
"[0.5748964548110962, 0.2616080045700073]","[0.47097548842430115, 0.2833099663257599]","[0.5372781157493591, 0.7186983823776245]","[0.4720686376094818, 0.713240385055542]","[0.49906495213508606, 0.5993472337722778]","[0.5806610584259033, 0.5090116858482361]"
"[0.5749010443687439, 0.26161977648735046]","[0.47096532583236694, 0.2832045555114746]","[0.5373185276985168, 0.7187593579292297]","[0.47163718938827515, 0.7136979699134827]","[0.49860507249832153, 0.5829018950462341]","[0.5816973447799683, 0.5090430974960327]"
"[0.5750997066497803, 0.26170819997787476]","[0.47099316120147705, 0.2839946746826172]","[0.5378179550170898, 0.7187276482582092]","[0.47164759039878845, 0.7138725519180298]","[0.49796062707901, 0.566166341304779]","[0.5819461345672607, 0.5092881321907043]"
"[0.5753739476203918, 0.26183807849884033]","[0.471251904964447, 0.2847381830215454]","[0.5384312272071838, 0.7182065844535828]","[0.4715310335159302, 0.7137424349784851]","[0.4933219254016876, 0.5520817041397095]","[0.5822070837020874, 0.5101810097694397]"
"[0.5759307742118835, 0.2624202370643616]","[0.47172680497169495, 0.28667718172073364]","[0.538949191570282, 0.7186787128448486]","[0.47150495648384094, 0.7151322364807129]","[0.4910353422164917, 0.5425373315811157]","[0.5821845531463623, 0.5126251578330994]"
"[0.5762426257133484, 0.26287150382995605]","[0.4732896089553833, 0.2873019278049469]","[0.539247453212738, 0.719804048538208]","[0.47144219279289246, 0.7174431085586548]","[0.48741140961647034, 0.5284177660942078]","[0.5821287035942078, 0.5153014659881592]"
"[0.5765917301177979, 0.26317599415779114]","[0.47439712285995483, 0.28729018568992615]","[0.5392497181892395, 0.7200976014137268]","[0.47077950835227966, 0.718185544013977]","[0.4874151349067688, 0.5133799314498901]","[0.5820531249046326, 0.5174740552902222]"
"[0.5768238306045532, 0.2639681100845337]","[0.4749908745288849, 0.28756183385849]","[0.5391917824745178, 0.720535933971405]","[0.4707847237586975, 0.7187145948410034]","[0.4870235025882721, 0.4977101683616638]","[0.5827088952064514, 0.5217788219451904]"
"[0.5768687129020691, 0.264113187789917]","[0.4767675995826721, 0.2875560522079468]","[0.5387188792228699, 0.7216489911079407]","[0.47078174352645874, 0.7195804119110107]","[0.48670488595962524, 0.4815318286418915]","[0.5831552147865295, 0.5257614850997925]"
"[0.5768681168556213, 0.2642766535282135]","[0.4779069721698761, 0.28741005063056946]","[0.5378276705741882, 0.7217309474945068]","[0.4709196388721466, 0.7195934057235718]","[0.48600783944129944, 0.46269509196281433]","[0.5829631686210632, 0.5291380286216736]"
"[0.5768684148788452, 0.26533401012420654]","[0.47834715247154236, 0.28778502345085144]","[0.5372655987739563, 0.7229982614517212]","[0.47148141264915466, 0.7202563881874084]","[0.48646309971809387, 0.4469182789325714]","[0.5823488235473633, 0.5331414341926575]"
"[0.5768671631813049, 0.2663014531135559]","[0.47766363620758057, 0.28773725032806396]","[0.5370127558708191, 0.7229996919631958]","[0.4715486168861389, 0.7197210192680359]","[0.4867715537548065, 0.43494653701782227]","[0.5820579528808594, 0.5359514951705933]"
"[0.5769716501235962, 0.26721835136413574]","[0.4770713448524475, 0.28865745663642883]","[0.536509096622467, 0.7231101989746094]","[0.4715481698513031, 0.7197197675704956]","[0.4872055649757385, 0.4246079921722412]","[0.5817717909812927, 0.5383101105690002]"
"[0.5770159959793091, 0.2676856219768524]","[0.4764350950717926, 0.2886103689670563]","[0.5362462997436523, 0.7233697772026062]","[0.471686989068985, 0.7194470763206482]","[0.4875720143318176, 0.40857431292533875]","[0.5810908675193787, 0.5382619500160217]"
"[0.5770222544670105, 0.2678672969341278]","[0.4757383465766907, 0.2885996699333191]","[0.5359393358230591, 0.7235554456710815]","[0.4724133610725403, 0.7193644642829895]","[0.48839452862739563, 0.40103480219841003]","[0.5807845592498779, 0.5390006899833679]"
"[0.5770148634910583, 0.26790598034858704]","[0.47487786412239075, 0.28774160146713257]","[0.5358789563179016, 0.72353595495224]","[0.4730271100997925, 0.7184876203536987]","[0.48902782797813416, 0.3950001895427704]","[0.5798889994621277, 0.538962185382843]"
"[0.5767896175384521, 0.26797762513160706]","[0.4746066927909851, 0.2860623300075531]","[0.5358457565307617, 0.7236166000366211]","[0.47367992997169495, 0.7182692885398865]","[0.4902593791484833, 0.38562941551208496]","[0.5783414244651794, 0.5392388105392456]"
"[0.5757626891136169, 0.2680213153362274]","[0.47540557384490967, 0.28585171699523926]","[0.5346410870552063, 0.7239440083503723]","[0.4748415946960449, 0.7182945013046265]","[0.4925309717655182, 0.37675830721855164]","[0.5775215029716492, 0.5389997959136963]"
"[0.5749315619468689, 0.2683054506778717]","[0.47625547647476196, 0.2852907180786133]","[0.5341877341270447, 0.7244529724121094]","[0.47580811381340027, 0.7183613181114197]","[0.4966718554496765, 0.37369436025619507]","[0.5767977833747864, 0.5392881035804749]"
"[0.5736673474311829, 0.2683098614215851]","[0.4781295657157898, 0.2851479947566986]","[0.5333201885223389, 0.7251481413841248]","[0.4773205816745758, 0.7189865708351135]","[0.49823805689811707, 0.3665347695350647]","[0.5764927268028259, 0.5392582416534424]"
"[0.5724369883537292, 0.26834651827812195]","[0.47866860032081604, 0.2846825420856476]","[0.533062219619751, 0.7252123355865479]","[0.47749167680740356, 0.7190195918083191]","[0.5007494688034058, 0.362740159034729]","[0.5762922167778015, 0.5392919182777405]"
"[0.571361780166626, 0.26825636625289917]","[0.4807796776294708, 0.28344136476516724]","[0.5319092869758606, 0.7251431345939636]","[0.47804176807403564, 0.7188495993614197]","[0.5035436153411865, 0.3589532673358917]","[0.5759585499763489, 0.5392183661460876]"
"[0.5693225860595703, 0.2677760422229767]","[0.4819518029689789, 0.2809317409992218]","[0.5308794379234314, 0.7249465584754944]","[0.47927841544151306, 0.7184195518493652]","[0.506027102470398, 0.35617002844810486]","[0.5752938985824585, 0.5389425158500671]"
"[0.5678640007972717, 0.2673039436340332]","[0.48313504457473755, 0.2788986265659332]","[0.5292404294013977, 0.7249177694320679]","[0.480351060628891, 0.7180598974227905]","[0.5083127617835999, 0.35187336802482605]","[0.5750957727432251, 0.5388723611831665]"
"[0.5666249394416809, 0.26683780550956726]","[0.4838159382343292, 0.27817243337631226]","[0.5276843309402466, 0.7249046564102173]","[0.48131972551345825, 0.7179038524627686]","[0.5101227164268494, 0.3464297950267792]","[0.5744325518608093, 0.5388757586479187]"
"[0.5659691691398621, 0.2667977809906006]","[0.48372241854667664, 0.276749849319458]","[0.5272736549377441, 0.7242949604988098]","[0.48121681809425354, 0.7167016267776489]","[0.5120133757591248, 0.3397587835788727]","[0.573918342590332, 0.5391430258750916]"
"[0.5656081438064575, 0.26657184958457947]","[0.48309677839279175, 0.27663275599479675]","[0.5274036526679993, 0.7232911586761475]","[0.48103755712509155, 0.7159563302993774]","[0.5147086381912231, 0.33199524879455566]","[0.5735118985176086, 0.5393362045288086]"
"[0.5655317306518555, 0.26635074615478516]","[0.4828116297721863, 0.276679128408432]","[0.5274809002876282, 0.7230607271194458]","[0.4809053838253021, 0.7156427502632141]","[0.5162773728370667, 0.3279814124107361]","[0.5729662179946899, 0.5393200516700745]"
"[0.5653511881828308, 0.2662082016468048]","[0.4827418625354767, 0.27681562304496765]","[0.5273306965827942, 0.7230095267295837]","[0.4808350205421448, 0.7156410217285156]","[0.5177937746047974, 0.327554315328598]","[0.5726672410964966, 0.5393093824386597]"
"[0.5644136071205139, 0.26596617698669434]","[0.48267287015914917, 0.27664846181869507]","[0.5268644690513611, 0.7227433919906616]","[0.48077392578125, 0.715403139591217]","[0.5172388553619385, 0.3303895592689514]","[0.5724799633026123, 0.5391664505004883]"
"[0.5640220046043396, 0.2658926248550415]","[0.4835449159145355, 0.27652785181999207]","[0.5259816646575928, 0.7230557203292847]","[0.4809988737106323, 0.7157120108604431]","[0.5166683793067932, 0.3327322006225586]","[0.5724620819091797, 0.5392940640449524]"
"[0.5637484788894653, 0.2657890319824219]","[0.4851309657096863, 0.2763599157333374]","[0.525513231754303, 0.7230568528175354]","[0.48238667845726013, 0.7155225872993469]","[0.5157110095024109, 0.3361865282058716]","[0.5725288391113281, 0.539098858833313]"
"[0.5639863610267639, 0.26578396558761597]","[0.4850892126560211, 0.27636274695396423]","[0.5258105397224426, 0.7228783369064331]","[0.4823159873485565, 0.7152835726737976]","[0.5106608271598816, 0.341319739818573]","[0.5730122327804565, 0.5387982130050659]"
"[0.5658314228057861, 0.26637789607048035]","[0.48339757323265076, 0.2765641212463379]","[0.5277588963508606, 0.722877025604248]","[0.4820491373538971, 0.7152377963066101]","[0.5045306086540222, 0.35082533955574036]","[0.5734536647796631, 0.5388501286506653]"
"[0.5683001279830933, 0.26658377051353455]","[0.48062461614608765, 0.2782013714313507]","[0.5291911959648132, 0.7227306365966797]","[0.4813612103462219, 0.7150837182998657]","[0.4984455704689026, 0.365105539560318]","[0.5738313794136047, 0.5387738943099976]"
"[0.5714195966720581, 0.26688334345817566]","[0.4776133894920349, 0.28015413880348206]","[0.5313740372657776, 0.7227228283882141]","[0.4797390103340149, 0.7150824666023254]","[0.49291250109672546, 0.3835311830043793]","[0.5747606158256531, 0.5388241410255432]"
"[0.5730310082435608, 0.2674797475337982]","[0.477530300617218, 0.2830902338027954]","[0.5323154926300049, 0.722815215587616]","[0.4793858230113983, 0.7155012488365173]","[0.48943841457366943, 0.39747387170791626]","[0.5756819248199463, 0.5392923951148987]"
"[0.5736045837402344, 0.26786959171295166]","[0.4771714210510254, 0.28420397639274597]","[0.5335732102394104, 0.7230705618858337]","[0.47892555594444275, 0.7161319255828857]","[0.4870471954345703, 0.4140979051589966]","[0.5770558714866638, 0.5399981737136841]"
"[0.5739305019378662, 0.2679562270641327]","[0.47720572352409363, 0.28413841128349304]","[0.5343489050865173, 0.7230422496795654]","[0.4781356155872345, 0.7161341309547424]","[0.4864002764225006, 0.426554799079895]","[0.5781996250152588, 0.5398820638656616]"
"[0.5740852952003479, 0.26798781752586365]","[0.47786563634872437, 0.2839365005493164]","[0.5346230268478394, 0.7230859398841858]","[0.47784191370010376, 0.7161705493927002]","[0.4858221709728241, 0.436787486076355]","[0.5788998007774353, 0.5393206477165222]"
"[0.5741183161735535, 0.26798930764198303]","[0.47901400923728943, 0.2831919491291046]","[0.5348230004310608, 0.7230737805366516]","[0.4774287939071655, 0.7161655426025391]","[0.48638105392456055, 0.45210695266723633]","[0.5799676775932312, 0.5385894179344177]"
"[0.5742214918136597, 0.26797398924827576]","[0.4794464409351349, 0.28322240710258484]","[0.5353038311004639, 0.722918689250946]","[0.4768763780593872, 0.7161718606948853]","[0.4869583547115326, 0.4685238003730774]","[0.581289529800415, 0.5367338061332703]"
"[0.5742839574813843, 0.267925500869751]","[0.47950124740600586, 0.2831864655017853]","[0.5358933806419373, 0.7226433753967285]","[0.4765845239162445, 0.7161690592765808]","[0.4873926043510437, 0.4811782240867615]","[0.5824038982391357, 0.5349786877632141]"
"[0.5742397904396057, 0.267855703830719]","[0.4795065224170685, 0.2833403944969177]","[0.536393404006958, 0.7226997017860413]","[0.47658511996269226, 0.7166181206703186]","[0.4861563742160797, 0.49144694209098816]","[0.5823470950126648, 0.5338879823684692]"
"[0.5741842985153198, 0.26781514286994934]","[0.4795161187648773, 0.28347957134246826]","[0.5368644595146179, 0.7226685881614685]","[0.47651901841163635, 0.71677166223526]","[0.4856223165988922, 0.5029461979866028]","[0.5823053121566772, 0.5325340628623962]"
"[0.574161171913147, 0.2675931453704834]","[0.4794941246509552, 0.2835097014904022]","[0.5376909971237183, 0.7228610515594482]","[0.4763232469558716, 0.7181296348571777]","[0.48589614033699036, 0.5129759907722473]","[0.5823548436164856, 0.5308931469917297]"
"[0.5741317272186279, 0.26744240522384644]","[0.4791032373905182, 0.28391191363334656]","[0.5382646918296814, 0.7249231338500977]","[0.475346177816391, 0.7216994166374207]","[0.4860087037086487, 0.5197764039039612]","[0.5823272466659546, 0.5284734964370728]"
"[0.574250340461731, 0.2673419713973999]","[0.4760579466819763, 0.28490790724754333]","[0.5393812656402588, 0.725454568862915]","[0.4745756983757019, 0.7227556109428406]","[0.4858294129371643, 0.528900682926178]","[0.5822805166244507, 0.5262466073036194]"
"[0.5744208097457886, 0.26682963967323303]","[0.47329744696617126, 0.2849563658237457]","[0.5397728681564331, 0.7243971824645996]","[0.47439613938331604, 0.7218981981277466]","[0.4861386716365814, 0.5399545431137085]","[0.5822583436965942, 0.524067223072052]"
"[0.5745047330856323, 0.2665463387966156]","[0.47160080075263977, 0.28523680567741394]","[0.5406825542449951, 0.7240698337554932]","[0.4744747281074524, 0.7212544083595276]","[0.4862290918827057, 0.5523070693016052]","[0.5821302533149719, 0.5220004320144653]"
"[0.5745859146118164, 0.266107439994812]","[0.4700346291065216, 0.2852824330329895]","[0.541199266910553, 0.7220958471298218]","[0.47452935576438904, 0.7188499569892883]","[0.4881663918495178, 0.5581605434417725]","[0.5820929408073425, 0.5196854472160339]"
"[0.5745737552642822, 0.26534712314605713]","[0.469668984413147, 0.2852933704853058]","[0.541290819644928, 0.7217409014701843]","[0.4747423231601715, 0.7184081077575684]","[0.4897821843624115, 0.5669302940368652]","[0.5820627808570862, 0.518216073513031]"
"[0.5744351744651794, 0.26437240839004517]","[0.4692983329296112, 0.2853199541568756]","[0.5413267016410828, 0.721738338470459]","[0.47475022077560425, 0.7183564305305481]","[0.4925380349159241, 0.5774692893028259]","[0.5820052623748779, 0.5146048665046692]"
